ser,date,text,label
7375,9/8/2020 8:40,Cullis is a risk analyst in this feature he how a approach can help the,positive
7376,8/8/2020 14:00,Another great piece by our Director on how we are helping our support their throu,positive
7377,22-08-20 9:00,Toral and share why our department are facing,neutral
7378,12/8/2020 9:28,been closed because of the financial from COVID19 but there are it,negative
7379,11/8/2020 9:43,us + Rice360atRiceU poised to,neutral
7380,22-08-20 8:01,In this latest feature of about need to be made within the,positive
7381,12/8/2020 8:33,Our latest 5050 raffle is now LIVE ! The winner 50 % of the prize fund and the other 50 % goes,positive
7382,16-08-20 8:30,The COVID19 pandemic seen an increase in a new survey shown,negative
7383,9/8/2020 7:55,The long road to justice By TessRyan1 ; mo,positive
7384,12/8/2020 7:02,The warning is simple comply with or face the government imposing a ' deva,negative
7385,16-08-20 8:00,of Select about how the of tradespeople been,neutral
7386,4/8/2020 5:46,but I am pretty sure that with the opening weekend due to COVID19 and then dropping,negative
7387,26-07-20 9:11,IF ANYONE IS NEEDING A FACE MASK US AND WE ' GET ONE SENT OUT FOR YOU ! COVID19,positive
7388,9/8/2020 6:00,Research Fellow in Health Innovation and Director at COVID19 to h,positive
7389,30-08-20 0:01,s and recently worked with the innovation agency of the,neutral
7390,28-07-20 6:07,shopping ! Well there ' s a crash waiting to happen if ever there was one COVID19,negative
7391,18-08-20 16:32,t appear so to me If they ' t cut his salary or drop his pay grade he ' s fine,negative
7392,28-07-20 5:04,People on d number of rising of COVID19 n number of done in my home state,negative
7393,6/8/2020 15:21,News Job at International and the Pavilion due to,neutral
7394,30-08-20 9:07,Just wondering if the of my COVID19 Test will be 72 already I ' d like,negative
7395,1/8/2020 18:29,Great Grand Daughter looking after his dog whilst he and trouser of our,neutral
7396,12/8/2020 8:35,IanMaher7 Stay kind look after one another The of this week when 4 new of COVID19,positive
7397,12/8/2020 7:27,Iancoll94354676 SimonD555 Spot on it is sad now that in the we expect 100 or so a day,negative
7398,30-07-20 20:21,Iceland Relieve Your Stress with Let It Out Scream Therapy COVID19 v,negative
7399,17-08-20 7:35,Iceland double covid19 swab on return from abroad a 2nd test after 5 days If both are negative,negative
7400,11/8/2020 8:07,Id like to eat chocolate cake for breakfast every I shouldnt because it is not healthy to do so So I do,positive
7401,28-07-20 5:56,Id put money on those about the decisive nature of the change of policy to people,neutral
7402,17-08-20 7:12,Idea tell the government all are will bail them out in no time covid19,positive
7403,13-08-20 8:57,Driver of this car my van nearly head on into a ' s truck,neutral
7404,18-08-20 17:45,If I to wear a mask all day I would have become a medical professional But I chose not to be So yes I will,positive
7405,9/8/2020 9:00,If You Need Direction WATCH THIS by Jay COVID19,positive
7406,16-08-20 8:45,If anyone ' t understand why should resign they have no shame no ; no integrity,negative
7407,11/8/2020 7:29,If anyone is struggling our Keeping People Connected service can help Please get in touch on 01388 449410 or,positive
7408,8/8/2020 11:01,If biz focus on simply getting back to normal post COVID19 have they wasted time and opportunity ,negative
7409,25-07-20 11:30,If by the Test and Trace system please do as instructed and self isolate This will help break the,negative
7410,8/8/2020 12:09,If covid19 ' t stop us from exceptional end of life care why would the weather ,positive
7411,25-07-20 10:39,If really are the answer ? ; outdoor COVID19 transmission proven to be low really dont get why not a,negative
7412,4/8/2020 6:02,If it is not possible to stockpile due to COVID19 and the supply people will die,negative
7413,22-08-20 9:35,If more people are dying of each day than Covid19 should wearing stab vest now be made compulsory for al,negative
7414,9/8/2020 6:57,If only was as diligent ; determined to stop COVID19 crossing as i,positive
7415,25-07-20 10:55,If have to take your contact why do not ? COVID19 question,negative
7416,1/8/2020 16:04,If replicated this significant for university Covid19,positive
7417,25-07-20 8:06,If the COVID19 crisis taught us anything it is that cleanliness is not a bad thing,negative
7418,6/8/2020 15:05,If the door is the handshake of the building what when COVID19 off the agenda ? ha,negative
7419,9/8/2020 8:46,If the government were worried about falling behind in their education have been it proper,negative
7420,1/8/2020 15:55,If the have to close so my daughter can start school when meant to then all for it Her chance to ha,negative
7421,6/8/2020 15:12,If the world out that China actually the Covid19 from a lab or to tell the world about the s,negative
7422,30-08-20 7:14,If there is one thing to learn from Covid19 it is wash your The amount of people not washing their hand,positive
7423,25-07-20 10:42,If there was a fair system for all we ' t need food Your lot this poverty you disingenuous,negative
7424,29-08-20 21:32,If these people had smelt necrotic lung tissue through a FFP3 mask in the ExCel at 3am like I did they might look,negative
7425,4/8/2020 7:18,If they can riot loot and amass in of to protest we can as well gather publicly before our God if,negative
7426,22-08-20 6:25,If this clip is anything to go by will become the 4 good reason Does the free world really wan,neutral
7427,18-08-20 17:27,If this is true we could see the class action the world ever seen against the government,negative
7428,22-08-20 9:55,If we all band together we might be rid of COVID19 in 2 2 And thats IF we as a global,negative
7429,30-07-20 20:08,If what I ' read on twitter is true this may all be over by the end of next year I am not going to speculate on th,neutral
7430,12/8/2020 8:41,If you are a resident in the Park area have provided COVID19 advice in a variety of,neutral
7431,4/8/2020 7:03,If you are a resident in the Park area we have COVID19 advice in a variety of Please watch an,neutral
7432,25-07-20 11:13,If you are by contact either on the phone or by text message it is important you follow the,positive
7433,17-08-20 5:59,If you are stress anxiety or would just like to speak to someone who will listen yo,negative
7434,11/8/2020 9:54,If you are interested in starting this Make sure to send us an enquiry,positive
7435,26-07-20 8:37,If you are stupid enough to travel abroad during the biggest pandemic in our lifetime why would we need to listen t,negative
7436,30-08-20 1:18,If you believe is a con You ' re an idiot End of story COVID19,negative
7437,8/8/2020 14:35,If you can use to pay for your journey at the moment It us all just a little bit COVID19,negative
7438,25-07-20 8:50,If you describe a task or a job as invidious you mean that it is unpleasant because it is likely to make you,negative
7439,11/8/2020 9:35,If you dont wear your face covering the right way can still get in and out See the video below to,positive
7440,16-08-20 9:28,If you feel unwell before you ' re meant to go on holiday you must not travel Stay at home and order a COVID19,negative
7441,25-07-20 10:35,If you go outside with your and family remember to not meet up in large and clean up your litter V,positive
7442,13-08-20 7:40,If you have COVID19 you should get tested straight away there are,negative
7443,6/8/2020 15:42,If you have a issue with me take it up with him 5XPAZ Boxing keep fighting the good,neutral
7444,8/8/2020 14:24,If you have a van or a trailer with household waste you can use with business,neutral
7445,1/8/2020 16:25,If you have been in contact with someone who tested positive for you and your household need to is,negative
7446,4/8/2020 7:26,If you have been tested positive for Covid19 you should stay go in quarantine at home The advice of as a,positive
7447,8/8/2020 14:00,If you have high cholesterol you can visit to access information and to help yo,positive
7448,12/8/2020 7:33,If you have lost your job or been affected in other ways by COVID19 ; struggling to pay council tax get in touch,negative
7449,31-07-20 17:30,If you have nothing to do I can point you in the direction of that need cleaning ; sa,positive
7450,11/8/2020 9:04,If you have sensitive skin or prefer an alcohol free hand you should try our alcohol free,positive
7451,13-08-20 7:52,If you have not got the you hoped for at A level contact the university you to attend as they may be,neutral
7452,27-07-20 6:00,If you leave home to exercise remember to keep a safe distance away from and immediately wash your,positive
7453,6/8/2020 15:05,If you live in please check out and share as widely as you can a survey for,positive
7454,25-07-20 10:00,If you with watch the recording now for some fascinating,positive
7455,6/8/2020 14:48,If you travel on and become infected with COVID19 the will cover medical up to $ 17600,negative
7456,16-08-20 8:44,If you want to know how got try looking closer to home ! COVID19,positive
7457,25-07-20 10:30,If you want to know what real verbal abuse like go into a shop without a mask on COVID19,negative
7458,11/8/2020 8:28,If you want to shout in protest at people wearing in because you believe those people are she,negative
7459,2/8/2020 21:08,If you want to sleep tonight do not click on the COVID19 section on here ! are not looking positive ! I pray that theres a cure soon,negative
7460,25-07-20 11:43,If you want to understand how the government for and the role of class in who and who doe,positive
7461,12/8/2020 7:04,If you want to understand the impact of COVID19 on mental health care in the cha,positive
7462,31-07-20 18:12,If you were part of a sport activity club or group before Covid19 please take the Return to,positive
7463,4/8/2020 7:04,If you ' re Pregnant given Birth or a Stillbirth or during COVID19 you can answer this,negative
7464,12/8/2020 8:56,If you ' re a based business affected by covid19 this is an opportunity to discuss your with a,negative
7465,2/8/2020 19:06,If you ' re back at work soon and are worried about how your will take the strain of the daily routine and less,negative
7466,18-08-20 16:04,If you ' re flying internationally soon but a little anxious given the pandemic a study some useful,positive
7467,25-07-20 11:35,If you ' re going out this weekend please remember to keep social COVID19,positive
